Jogo,Total de vendas
Extreme Pinball,0.32
The Inner World,0.03
Sidewinder Max,0.09
Hercules: The Legendary Journeys,0.05
Rocky,1.1
Madden Football 64,0.8600000000000001
Date-A-Live Twin Edition: Rio Reincarnation,0.02
Power Rangers: Time Force,0.51
Get Up and Dance,0.15000000000000002
Mega Man Soccer,0.18
Harvest Moon: Friends of Mineral Town,0.5900000000000001
Tokimeki Memorial: Girls Side 1st Love,0.05
Paris-Dakar Rally,0.16
Hybrid Heaven,0.25
Shin Megami Tensei: Persona 4,0.82
Dungeons & Dragons Tactics,0.09999999999999999
A Ressha de Gyoukou 2001,0.03
Pop'n TwinBee: Rainbow Bell Adventure,0.06
Dragon Ball Heroes: Ultimate Mission,0.29
Shin Megami Tensei IV,0.5700000000000001
Rally Championship,0.01
World Soccer Winning Eleven 8 International,3.94
Diva Girls: Divas on Ice,0.14
Toriko: Ultimate Survival,0.03
Momotarou Dentetsu V,0.47
Rockstar Games presents Table Tennis,2.03
Harry Potter and the Sorcerer's Stone,7.649999999999999
Command & Conquer Collection,0.01
Gravity Games Bike: Street Vert Dirt,0.09999999999999999
Egg Mania: Eggstreme Madness,0.05
Naruto Shippuden: Ultimate Ninja Storm Generations,1.1900000000000002
Tank Beat,0.02
DiRT 2,2.69
Starshot: Space Circus Fever,0.03
Sword Art Online: Hollow Fragment,0.42000000000000004
Tropico 3: Gold Edition,0.01
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0.12
Case Closed: One Truth Prevails,0.01
Zero4 Champ RR,0.36
Luigi's Mansion,3.61
Kimi no Yuusha,0.01
WordJong Party,0.18000000000000002
Resident Evil: Outbreak,1.4500000000000002
Animal Planet: Vet Collection,0.05
NHL 2K8,0.23000000000000004
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,0.01
Jewel Master Egypt,0.53
Yakuman,1.28
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,0.02
Alien,0.79
Killzone,0.9500000000000001
Gex 3: Deep Cover Gecko,0.7400000000000001
FoxKids.com Micro Maniacs Racing,0.11
We Sing Robbie Williams,0.22
Bottom of the 9th '97,0.02
Bomberman 2,0.01
Hot Wheels Ultimate Racing,0.09999999999999999
DS Rakubiki Jiten,0.16
Treasures of the Deep,0.18000000000000002
Mystery Dungeon: Shiren the Wanderer,0.93
Carmen Sandiego: The Secret of the Stolen Drums,0.11
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,0.01
Shinkyoku Soukai Polyphonica,0.02
Tom Clancy's Classic Trilogy,0.09000000000000001
Space Jam,0.9199999999999999
Dance Dance Revolution X2,2.2199999999999998
Devil Kings,0.25
Rune Factory 4,0.55
Spanish for Everyone!,0.02
Frogger Advance: The Great Quest,0.07
BlazBlue: Chrono Phantasma Extend,0.31
Unending Bloody Call,0.01
Donkey Konga,1.1500000000000001
Tokyo Jungle,0.26
Smash Court Tennis Pro Tournament,0.17
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,0.06
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0.05
Second Sight,0.26
Espgaluda II Black Label,0.04
C.O.R.E.,0.03
Persona 4: Golden,1.3900000000000001
All Grown Up! Express Yourself,0.18
Fishing Master World Tour,0.09999999999999999
Disney's Magical Quest 2 Starring Mickey and Minnie,0.07
Rumble Roses,0.38999999999999996
Mass Effect,3.6099999999999994
Pastel Chime Continue,0.02
MySims Agents,2.13
Pokemon Gold/Pokemon Silver,23.09
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,0.21
Scooby-Doo 2: Monsters Unleashed,0.71
NBA 2K7,1.7600000000000002
Family GameShow,0.09
Camp Rock: The Final Jam,0.17
Doom 3 BFG Edition,1.1
IL-2 Sturmovik: Forgotten Battles,0.02
OZMAFIA!! -vivace-,0.03
Mechanic Master,0.11
Ford Racing,0.8700000000000001
Samurai Warriors Chronicles,0.38
Eco Creatures: Save The Forest,0.03
Star Wars: Clone Wars,1.02
NBA Street Homecourt,0.66
Sengoku Musou 3 Z,0.33
Manhunt,1.47
Diablo III,11.060000000000002
Lunar: Silver Star Story,0.23
Zombie Army Trilogy,0.29000000000000004
Green Lantern: Rise of the Manhunters,0.6500000000000001
Minecraft,23.750000000000004
Space Raiders,0.01
Outdoors Unleashed: Alaska 3D,0.01
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0.1
Press Your Luck 2010 Edition,0.56
Balloon Fight,0.9199999999999999
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,0.09
Ready 2 Rumble Boxing: Round 2,1.5699999999999998
Transformers: Prime,0.31000000000000005
Amazing Island,0.05
Tony Hawk's Project 8,2.57
Syberia II,0.04
Game Hits!,0.09
White Knight Chronicles II,0.6400000000000001
Pryzm Chapter One: The Dark Unicorn,0.13
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,0.02
Echo Night Beyond,0.03
Naruto: Rise of a Ninja,0.33999999999999997
Dai-2-Ji Super Robot Taisen OG,0.3
Alone in the Dark: One-Eyed Jack's Revenge,0.31000000000000005
Puzzle Quest: Challenge of the Warlords,0.7600000000000002
Army Men: Air Combat - The Elite Missions,0.01
Heroes of Hellas 2: Olympia,0.03
MechWarrior 2: 31st Century Combat,0.36000000000000004
Rock Band Track Pack: Classic Rock,0.6399999999999999
Lux-Pain,0.04
Trace Memory,0.29000000000000004
Barbie as The Island Princess,1.1
Dragon Quest VI: Realms of Revelation,1.81
Warcraft III: The Frozen Throne,1.54
Seitokai no Ichizon: DS-suru Seitokai,0.02
Teenage Mutant Ninja Turtles (3DS),0.01
Carmageddon 64,0.01
Bejeweled 2 Deluxe,0.02
Mame Goma: Honobo no Nikki,0.03
UEFA Champions League 2006-2007,0.060000000000000005
Romance of the Three Kingdoms XI,0.07
Puppet Show 3: Lost Town,0.02
Sonic Heroes,5.449999999999999
DoDonPachi Saidaioujou,0.01
Final Fantasy X-2: International + Last Mission,0.29
Umihara Kawase Jun: Second Edition Kanzenban,0.01
National Geographic Challenge!,0.16
Command & Conquer: Red Alert 2,1.34
New Super Mario Bros. Wii,28.61
Uchuu Keiji Tamashii: The Space Sheriff Spirits,0.02
Fast & Furious: Showdown,0.07
NFL Blitz 2000,1.6500000000000001
Disney Princess: Enchanted Journey,1.6000000000000003
DT Carnage,0.03
Digimon Adventure,0.1
Twister Mania,0.12
Cars 2,3.6599999999999993
Fire Emblem Fates,1.55
Kenka Banchou 2: Full Throttle,0.09
Initial D: Street Stage,0.1
Jampack: Summer 2003 (RP-T),0.18
Nagano Winter Olympics 98,0.32
Paws & Claws: Marine Rescue,0.06
Virtua Fighter 2,1.9300000000000002
RTX Red Rock,0.08
Thoroughbred Breeder II,0.27
NHL Rock the Rink,0.26
Black & White,0.05
MLB 2000,0.9299999999999999
The Dark Hills of Cherai,0.01
Freekstyle,1.17
Doki Oki,0.02
Rugrats: Castle Capers,0.46
The Con,0.19999999999999998
Azurik: Rise of Perathia,0.24
SoulLink Extension,0.01
4 Nin uchi Mahjong,1.45
Collar x Malice,0.01
Tom Clancy's Splinter Cell: Conviction,2.16
EverGrace,0.36
Luminous Arc 2,0.22999999999999998
Killer7,0.23
MLB 11: The Show,0.8700000000000001
Summon Night 2,0.06
The Oregon Trail,0.29000000000000004
Saru! Get You! Pipo Saru Senki,0.04
Seven Samurai 20XX,0.08
Virtua Racing,0.26
Monster High 13 Wishes,0.04
Constantine,0.15
iCarly 2: iJoin The Click!,0.39000000000000007
Tiger Woods PGA Tour 09 All-Play,1.4300000000000002
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,0.04
"Hey You, Pikachu!",1.8199999999999998
Killer is Dead,0.35000000000000003
Ghostbusters: The Video Game (DS Version),4.75
Lifeline,0.06999999999999999
The Bible Game,0.37
Mario Kart: Double Dash!!,6.950000000000001
ASH: Archaic Sealed Heat,0.12
Blasto,0.35000000000000003
Pikmin 3,1.11
Rave Master: Special Attack Force!,0.01
Alias,0.15
Sengoku Basara 2,0.26
Junior Brain Trainer,1.07
Mary King's Riding School,0.02
Suzuki Super-Bikes II: Riding Challenge,0.05
LEGO Racers,1.06
BeyBlade VForce: Super Tournament Battle,0.21000000000000002
SWAT: Global Strike Team,0.5
Keshisasu-Kun: Battle Kas-tival,0.03
Tom Clancy's Splinter Cell 3D,0.30000000000000004
de Blob 2,0.67
One Piece: Gigant Battle!,0.36
Naruto: Ninja Destiny (US sales),0.31
1000 Cooking Recipes from ELLE à table,0.02
Arcade Party Pak,0.11
Mobile Suit Gundam: MS Sensen 0079,0.11
Indianapolis 500 Legends,0.22000000000000003
Jake Power: Handyman,0.06
NHRA Championship Drag Racing,0.24
WRC 5: FIA World Rally Championship,0.29000000000000004
Hannah Montana: Spotlight World Tour,1.6600000000000001
Um Jammer Lammy,0.65
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",0.02
Castlevania: Aria of Sorrow,0.27
The Sly Collection,0.69
Watchmen: The End is Nigh Part 1 & 2,0.09999999999999999
Metal Max Returns,0.04
Last Bronx,0.13
Rayman Legends,3.34
Ridge Racer 6,0.2
Deadpool,1.3400000000000003
The Lord of the Rings: The Return of the King,5.68
Babysitting Mama,0.5
Harry Potter and the Prisoner of Azkaban,2.15
Silent Scope,0.42
Mega Man Battle Network 3 Blue / White Version,1.29
Blades of Time,0.2
Cy Girls,0.03
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,0.01
Fire ProWrestling S: 6Men Scramble,0.12
Nuclear Strike,1.1900000000000002
Minna no Chizu,0.04
The Treasures of Montezuma,0.04
Boktai: The Sun is in Your Hand,0.14
RealSports Tennis,0.5
Hakuouki: Zuisouroku Portable,0.09
Rugby Challenge 3,0.12
Ninja Reflex,0.23
Pac-Man Collection,2.9399999999999995
Nano Assault,0.09
Lethal Enforcers I & II,0.03
Driver: Parallel Lines,0.36000000000000004
Dynasty Warriors DS: Fighter's Battle,0.07
Naruto: Ultimate Ninja (JP sales),0.32
DoraMoji: Nobita no Kanji Daisakusen,0.03
Dragon Quest IV: Chapters of the Chosen,1.6400000000000001
Eternal Poison (JP sales),0.13
Aliens vs Predator: Requiem,0.22
BloodRayne 2,0.41000000000000003
Mortimer Beckett and the Secrets of Spooky Manor,0.04
Athens 2004,0.26
Blood Omen 2,0.6300000000000001
Mortal Kombat Kollection,0.08
Half-Minute Hero,0.19
Scrabble (Others sales),0.24
Star Gladiator Episode: I Final Crusade,0.29000000000000004
Taiko no Tatsujin Wii,0.67
Dragon Quest Monsters: Terry's Wonderland 3D,0.96
Fantastic 4,1.01
SAW,0.67
Grand Theft Auto IV,22.49
J-League Winning Eleven 2009: Club Championship,0.08
Transformers: Devastation,0.5900000000000001
Rondo of Swords (US sales),0.16
Muppets Party Cruise,0.08
Monster Jam: Maximum Destruction,0.8
Are You Alice?,0.02
Teenage Mutant Ninja Turtles: Tournament Fighters,0.13
Resident Evil 2: Dual Shock Edition,0.28
Silly Bandz: Play The Craze,0.11
Disney Tangled,1.73
Pimp My Ride,0.23000000000000004
Ready 2 Rumble Revolution,0.16
Deal or No Deal: The Banker is Back!,0.2
Super Mario World 2: Yoshi's Island,7.02
Bomberman Generation,0.26
J-League Winning Eleven 10 + Europa League 06-07,0.21
Binary Domain,0.5399999999999999
Donkey Kong Country 2,1.2200000000000002
Ragnarok Odyssey,0.4700000000000001
Ikaruga,0.09000000000000001
Hidden Mysteries: Buckingham Palace,0.22
Higurashi Daybreak Portable Mega Edition,0.02
Dance Dance Revolution Ultramix 3,0.37000000000000005
James Bond 007: Blood Stone,1.2800000000000002
NCAA March Madness 06,0.7400000000000001
Lost Heroes 2,0.07
"Ed, Edd n Eddy: The Mis-Edventures",0.8000000000000002
Gundam Battle Chronicle,0.22
The Legend of Heroes III: Song of the Ocean,0.03
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,0.27
Hannah Montana: The Movie,1.5
Yggdra Union: We'll Never Fight Alone,0.13
King Kong,0.7000000000000001
Marvel vs. Capcom 3: Fate of Two Worlds,2.42
Alien's Return,0.34
Kabu Trader Shun,0.03
Paws & Claws Pet Vet: Australian Adventures,0.11
Harvest Moon: Back to Nature,0.32
Gummy Bears Mini Golf,0.08
Pro Yaky? Spirits 5,0.29
That's So Raven 2: Supernatural Style,0.52
Tenchu: Wrath of Heaven,1.1400000000000001
Crash & Spyro Superpack,0.18
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,0.01
Afro Samurai,0.42999999999999994
Command & Conquer: Red Alert 3 Ultimate Edition,0.37000000000000005
Deadliest Catch: Alaskan Storm,0.04
Mario & Sonic at the Olympic Winter Games,8.110000000000001
Resident Evil,5.340000000000001
EVE Online,0.21
Castlevania: Lords of Shadow,1.7899999999999998
Amped 3,0.16
Madden NFL 11,5.940000000000001
Namco Museum Vol.5,0.16
Buffy the Vampire Slayer: Chaos Bleeds,0.33000000000000007
Charlie and the Chocolate Factory,0.93
SoulCalibur III,1.07
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,0.02
Aladdin Magic Racer,0.01
Bomberman Story DS,0.02
Lemmings,0.87
Boktai 2: Solar Boy Django,0.04
Urban Chaos: Riot Response,0.07
Battle Assault 3 featuring Gundam Seed,0.03
Metal Gear Solid: Social Ops,0.060000000000000005
Family Party: 90 Great Games Party Pack,0.33
Epic Mickey 2: The Power of Two,2.2899999999999996
The Terminator: Dawn of Fate,0.56
Farming Simulator 2013,1.5200000000000002
Walt Disney Pictures Presents Enchanted,0.060000000000000005
Petz: Horsez 2,1.12
Pop Cutie! Street Fashion Simulation (JP sales),0.03
Dance Dance Revolution: Disney Grooves,0.18000000000000002
Tenchu: Dark Secret,0.04
The 3rd Birthday,0.52
Gex 64: Enter the Gecko,0.25
Dexter's Lab Chess Challenge,0.19
World Class Rugby 2: Kokunai Gekitou Hen '93,0.02
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),1.0
PoPoLoCrois Monogatari II,0.21000000000000002
Philosoma,0.05
TV Superstars,0.25
Densha De Go!,1.09
Grind Session,0.44000000000000006
Razor Freestyle Scooter,0.4700000000000001
Apassionata: Die Galanacht der Pferde,0.05
Summon Night: Swordcraft Story,0.03
Medal of Honor: Airborne,2.3899999999999997
Crush3D,0.12000000000000001
The History Channel: Civil War - Secret Missions,0.09999999999999999
Sky Dancers,0.03
Shadow Hearts: From The New World,0.15
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,1.0
Strikers 1945,0.18
Disney's Aladdin in Nasira's Revenge,0.09999999999999999
Project Runway,0.26
Gangs of London,0.96
Draglade,0.09999999999999999
Digimon World,1.3000000000000003
Hyakka Yakou,0.01
J-League '96 Dream Stadium,0.05
Road Rash 64,0.24
Astrology DS,0.03
Myst III: Exile,0.33999999999999997
Ephemeral Fantasia,0.08
Medabots: Metabee,0.05
Face Training,0.19
NFL Quarterback Club 97,0.21000000000000002
Ape Escape 2,0.62
Naruto: Clash of Ninja,0.6900000000000001
Kidou Senshi Gundam: Extreme VS,0.54
Enthusia Professional Racing,0.15
Tonic Trouble,0.11
Mortal Kombat vs. DC Universe,3.9300000000000006
Amnesia,0.04
Sengoku Basara 4,0.27
Crazy Chicken: Atlantis Quest,0.04
Shining Force II,0.19
SimEarth: The Living Planet,0.16
Ping Pals,0.11
Dragon's Lair Trilogy,0.16
The Adventures of Tintin: The Game,1.0100000000000002
Canvas 2,0.02
Looney Tunes: Acme Arsenal,0.71
Road Rash 3D,1.25
Dragon Age: Origins - Ultimate Edition,0.13999999999999999
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,0.07
Mystery Case Files: The Malgrave Incident,0.39
The Dog Island,0.65
Battle Spirits: Hero's Soul,0.02
Tetris Axis,0.42000000000000004
StarCraft II: Heart of the Swarm,1.66
Doukyuusei,0.14
Super Robot Taisen D,0.24000000000000002
Capcom Classics Collection,0.65
Bushido Blade 2,0.68
G Darius,0.07
Donkey Kong Country,13.530000000000001
Konpeki no Kantai,0.03
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,0.55
Adventure Time: Finn & Jake Investigations,0.45000000000000007
The Price is Right 2010 Edition,0.37
Birthday Party Bash,0.32
Pro Yakyuu Family Stadium,2.2299999999999995
Saka-Tsuku DS: Touch and Direct,0.23
MotoGP 2: Ultimate Racing Technology,0.15
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,0.36
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",0.13
Pac-Man & Galaga Dimensions,0.19000000000000003
Minecraft: Story Mode,2.9099999999999993
SD Gundam G Generation Spirits,0.38
Nobunaga's Ambition: Iron Triangle,0.08
Princess on Ice,0.05
Decathlete,0.3
NBA Jam Tournament Edition,2.38
Ford Racing 2,1.1500000000000001
Shadows of the Damned,0.47000000000000003
Star Fox Adventures,1.8800000000000001
The Revenge of Shinobi,0.09000000000000001
Daytona USA,0.55
Hakuoki: Stories of the Shinsengumi,0.05
The Book of Unwritten Tales 2,0.07999999999999999
Dark Souls III,1.9600000000000002
Fable III,5.4399999999999995
Finding Nemo,6.459999999999999
The King of Fighters Collection: The Orochi Saga (JP sales),0.02
Worms Blast,0.060000000000000005
Harukanaru Toki no Naka de 6,0.05
Country Dance,0.67
SoulCalibur V,1.35
Monkey Madness: Island Escape,0.01
Medal of Honor: Warfighter,2.9499999999999997
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.02
Genkai Tokki: Moero Crystal,0.06
Ore wa Shoujo Mangaka,0.02
MechAssault 2: Lone Wolf,0.36000000000000004
Rayman Origins,3.23
Naruto Shippuden: Ultimate Ninja Storm 4,1.34
Tom Clancy's Rainbow Six 3,2.41
Madden NFL 10,7.5699999999999985
Halo 5: Guardians,4.26
Madou Monogatari,0.03
Real Soccer 2008,0.03
Girls RPG: Cinderellife,0.06
Metal Gear Solid 3: Snake Eater,4.22
Samurai Warriors 4: Empires,0.2
Doraemon: Nobita no Uchuu Eiyuuki,0.06
Girls und Panzer: I Will Master Tankery,0.09
Quantum Break,0.51
Anarchy Reigns,0.37000000000000005
Mega Man Star Force 3: Black Ace / Red Joker,0.46
Freestyle Metal X,0.11
Pro Wrestling,2.4
Dragon Ball Z: Budokai,3.7700000000000005
Kung Fu Rider,0.21000000000000002
Grand Prix Legends,0.01
Worldwide Soccer Manager 2007,0.02
ESA Foundation Compilation,0.19
Famicom Mini: Balloon Fight,0.06
Dynasty Warriors: Gundam,0.28
Lara Croft Tomb Raider: The Angel of Darkness,1.2499999999999998
Kenka Bancho: Badass Rumble,0.27
D.Gray-man: Sousha no Shikaku,0.02
Super Dodge Ball,0.02
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,0.09
Kevin Van Dam: Big Bass Challenge,0.04
The Golden Compass,1.8600000000000005
The Bouncer,0.99
Dragon Tamer: Sound Spirit,0.03
The Cheetah Girls: Pop Star Sensations,0.11
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.02
Sora no Otoshimono: DokiDoki Summer Vacation,0.01
Petz Puppyz & Kittenz,0.13
Burnout Revenge,1.93
NBA Ballers,2.15
World Stadium 5,0.09999999999999999
Triggerheart Exelica,0.02
Romeo Vs. Juliet,0.01
Unison: Rebels of Rhythm & Dance,0.05
Lord of Darkness,0.28
Shrek the Third,1.8000000000000003
Wacky World of Sports,0.09
Steel Battalion,0.09000000000000001
NASCAR Thunder 2002,1.91
Ultimate Game Room,0.03
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,0.37
Secret Agent Barbie: Royal Jewels Mission,0.78
Warcraft: Orcs & Humans,2.08
Painkiller,0.02
Tao Feng: Fist of the Lotus,0.28
Orphen: Scion of Sorcery,0.31
MediEvil,0.8200000000000001
XXX,0.11
NCAA Football 2001,0.7000000000000001
Barbie Fashion Show: An Eye for Style,0.21
Spore Galactic Adventures,0.01
Formula One 2001,0.26
Doraemon 3: Nobi Dai no Machi SOS!,0.15
Virtua Fighter Kids,0.23
Carnage Heart,0.12
NHL Hitz Pro,0.24
RollerCoaster Tycoon 3: Platinum,0.07999999999999999
Jump Ultimate Stars,0.74
Speedball 2100,0.18000000000000002
Deadly Premonition,0.41000000000000003
Football Manager 2015,0.48
Seven: Molmorth no Kiheitai,0.09
Pandemonium!,0.21000000000000002
Bratz: Girlz Really Rock,0.76
DarkStar One,0.04
My Fitness Coach: Club,0.2
Riding Spirits,0.26
Dora the Explorer: Dora Puppy,0.43000000000000005
Hannah Montana: Music Jam,1.58
Famicom Mini: Super Mario Bros. 2,0.42
Looney Tunes: Galactic Sports,0.08
Class of Heroes,0.15000000000000002
Blitzkrieg 2 Anthology,0.01
Parfait,0.03
JASF: Jane's Advanced Strike Fighters,0.24
The Peanuts Movie: Snoopy's Grand Adventure,0.07
Paper Mario: The Thousand-Year Door,2.25
Sengoku Basara 4: Sumeragi,0.14
Phantasy Star Ø,0.37
O.M.G. 26 - Our Mini Games,0.02
Transformers: Dark of the Moon,1.07
SingStar Fussballhits,0.03
Nobunaga's Ambition: Rise to Power,0.08
Brain Quest: Grades 5 & 6,0.12
Aa Megami-samaa,0.01
Godzilla Unleashed,0.16
Cosmos Chaos!,0.06
State of Emergency,1.93
Hearts of Iron III,0.060000000000000005
That's So Raven,0.75
Cross Edge Dash,0.01
Donkey Kong Country: Tropical Freeze,1.52
Spider-Man: The Movie,8.389999999999999
One Piece: Super Grand Battle! X,0.12
Fancy Nancy: Tea Party Time!,0.18000000000000002
Bishoujo Senshi Sailormoon R,0.27
Planet Puzzle League,0.32000000000000006
Littlest Pet Shop: Friends,0.26
Tobal 2,0.37
InuYasha: The Secret of the Cursed Mask,0.44
Jak and Daxter: The Lost Frontier,1.05
DiRT Showdown,0.43
Angry Birds,0.22999999999999998
Disney's Chip 'n Dale: Rescue Rangers,1.19
ExerBeat,0.31000000000000005
Suzumiya Haruhi-Chan no Mahjong,0.02
Panzer General,0.25
Burnout 2: Point of Impact,1.24
Street Fighter V,0.87
Dead or Alive 5,1.5000000000000004
Sega Smash Pack,0.32
Killzone: Liberation,0.8999999999999999
This War of Mine,0.01
Tsuki no Hikari: Shizumeru Kane no Satsujin,0.02
Evolve,1.7600000000000002
Disney's Kim Possible: Global Gemini,0.060000000000000005
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,0.12
Atelier Meruru: Alchemist of Arland 3,0.3
Nisenochigiri: Omoide no Saki e,0.03
Clock Tower: The First Fear,0.13
Dead or Alive 3,1.78
Bleach: Blade Battlers,0.05
Yoostar2,0.33
Dino Dini's Kick Off Revival,0.02
Armored Core 3,0.6799999999999999
Teenage Mutant Ninja Turtles Double Pack,0.01
Shin Chan: ¡Aventuras de Cine!,0.15
Trauma Center: New Blood,0.30000000000000004
Tengai Makyo: Dai Yon no Mokushiroku,0.01
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,0.03
Total Overdose: A Gunslinger's Tale in Mexico,0.12
Boxer's Road,0.35000000000000003
Metal Slug 7,0.15000000000000002
Destiny Links,0.01
Maximo vs Army of Zin,0.21
CV Casting Voice,0.02
Hakuoki Zuisouroku Omokage Hana,0.03
Xiaolin Showdown,0.1
Inazuma Eleven,0.54
NFL Head Coach 09,0.26
WWE SmackDown vs. RAW 2007,3.7499999999999996
Queen's Gate: Spiral Chaos,0.14
Okage: Shadow King,0.37
Dragon Ball Z: The Legacy of Goku,1.6900000000000002
SingStar Pop Edition,0.24
Frogger II: Threeedeep!,0.33
Kamen Rider Battle: Ganbaride,0.14
American Girl: Kit Mystery Challenge!,0.44999999999999996
Aria: The Natural ~Tooi Yume no Mirage~,0.02
Bass Rise,0.05
NBA Hoopz,0.31
The King of Fighters XIV,0.09
Resistance 3,1.5
Magna Carta: Tears of Blood,0.22
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.11
Worms Forts: Under Siege,0.16
Go Play: Lumberjacks,0.19
Houshinengi,0.14
The Sims,3.7299999999999995
Diabolik Lovers: Vandead Carnival,0.02
Racing Lagoon,0.16
Gambler Densetsu Tetsuya,0.07
Championship Manager 03/04,1.26
DualPenSports,0.11
Dragon Warrior III,4.68
Bleach: Soul Resurreccion,0.5
God Eater Resurrection,0.27
Tiger Woods PGA Tour 2003,2.32
Pimp My Ride: Street Racing,0.11
WWF SmackDown!,3.58
Blood Will Tell: Tezuka Osamu's Dororo,0.05
Mighty No. 9,0.08
God of War: Chains of Olympus,3.1900000000000004
NCAA College Football 2K3,0.060000000000000005
NBA Live 2003,1.65
Imagine: Cheerleader,0.06
Bode Miller Alpine Skiing,0.02
Fantasy Aquarium World,0.06
NBA 10: The Inside,0.08
DX Game of Life,0.29000000000000004
Midway's Greatest Arcade Hits,0.25
Tecmo Classic Arcade,0.060000000000000005
Pro Yakyuu Greatest Nine '97,0.21
Lunar Legend,0.19
Darksiders,1.2400000000000002
Dreamer Series: Teacher,0.09
M&M's Adventure,0.04
TOCA Race Driver 2,0.04
Crime Killer,0.12000000000000001
SingStar Latino,0.26
Wu-Tang: Shaolin Style,0.48
Need for Speed Underground 2,10.959999999999999
Bases Loaded '96: Double Header,0.5
Real Pool,0.29
Army Men: Green Rogue,0.19
Theme Hospital,2.4899999999999993
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,0.02
Samurai Shodown: Warrios Rage,0.01
Gears of War 3,6.23
Backyard Wrestling 2: There Goes the Neighborhood,0.41000000000000003
Grand Slam,0.04
Professor Layton vs Phoenix Wright: Ace Attorney,0.8
Crazy Climber,0.22
Final Fantasy I & II,0.11
Otogirisou,0.16
Petz: Hamsterz Life 2,0.53
Teenage Mutant Ninja Turtles,6.669999999999998
I Am In The Movie,0.14
Avatar: The Last Airbender,1.2300000000000002
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.18
Monster Rancher Battle Card: Episode II,0.07
Super Robot Taisen F,0.55
Super Scribblenauts,1.5000000000000002
ef - a fairy tale of the two.,0.01
Classic NES Series: Super Mario Bros.,1.42
Ultimate Block Party,0.03
Tetris 2 (weekly jp sales),0.23
Medarot 4: Kabuto / Kuwagata Version,0.12
Goosebumps HorrorLand,0.5800000000000001
Meru Purana,0.01
Gallop Racer,0.19
My Frogger: Toy Trials,0.02
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,0.49
NBA in the Zone 2000,0.25
The Magic School Bus: Oceans,0.22
Scarlett: Nichijou no Kyoukaisen,0.01
Cross + Channel,0.02
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",0.07
Harry Potter and the Deathly Hallows - Part 2,1.37
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,0.13
Monster Madness: Grave Danger,0.07
Harvest Moon DS (US sales),0.48
Mario Party 7,1.56
Serious Sam HD: Gold Edition,0.04
Midnight Club 3: DUB Edition (America weekly sales),1.28
Super Robot Taisen: Scramble Commander,0.19
Star Wars: Masters of Teras Kasi,0.68
Custer's Revenge,0.8200000000000001
Robotech: The Macross Saga,0.21
River City Super Sports Challenge,0.03
NBA Live 2002,2.7699999999999996
NiGHTS: Journey of Dreams,0.42999999999999994
Final Fantasy XI: Wings of the Goddess,1.0899999999999999
Dragon Quest IV: Michibikareshi Monotachi,1.21
Shrek Extra Large,0.16
Stunt GP,0.05
Pro Evolution Soccer 2008 (JP sales),0.08
Armor Ambush,0.16
Major League Baseball 2K10,1.4000000000000001
Donkey Kong Country 3,0.77
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",0.1
Petz Wild Animals: Tigerz,0.5700000000000001
"Blast Works: Build, Trade, Destroy",0.09999999999999999
Peppa Pig: The Game,1.26
Super Famista 4,0.42
